scenario_id,outer_id,repeat,fold,inner_cv,scoring,refit,tuning_engine,candidate_count,best_inner_r2,elapsed_seconds,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
B_BMP_DM_no_DM_VS,39,8,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3256188005521041,29.24262571334839,5,0.7,2,10,100
B_BMP_DM_no_DM_VS,40,8,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.32666487950735634,29.24562406539917,10,sqrt,4,10,50
B_BMP_DM_no_DM_VS,41,9,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.45064285820352523,28.949501276016235,5,sqrt,4,10,100
B_BMP_DM_no_DM_VS,42,9,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3601648115792188,29.693902254104614,5,sqrt,1,10,150
B_BMP_DM_no_DM_VS,43,9,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.39348135516066596,29.50026512145996,10,0.7,1,5,150
B_BMP_DM_no_DM_VS,44,9,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.40508280859888063,29.119843244552612,5,sqrt,2,10,50
B_BMP_DM_no_DM_VS,45,9,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.34286003700624823,29.437886714935303,7,sqrt,2,10,50
B_BMP_DM_no_DM_VS,46,10,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4261739332774542,32.338027477264404,5,sqrt,2,5,150
B_BMP_DM_no_DM_VS,47,10,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4024737518279875,28.82459020614624,5,sqrt,2,2,100
B_BMP_DM_no_DM_VS,48,10,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.41668626165814227,31.696460008621216,5,0.7,1,2,50
B_BMP_DM_no_DM_VS,49,10,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4179046890788592,30.207422494888306,7,sqrt,2,10,100
B_BMP_DM_no_DM_VS,50,10,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.43783854474603245,29.808556079864502,5,sqrt,1,5,100
C_BMP_DM_all_features,1,1,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4953237099180553,29.599820613861084,7,sqrt,1,2,150
C_BMP_DM_all_features,2,1,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5403866096950125,29.509738206863403,7,sqrt,2,2,100
C_BMP_DM_all_features,3,1,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5272989648242642,29.810303211212158,10,sqrt,1,5,50
C_BMP_DM_all_features,4,1,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5474756611197605,29.718034267425537,7,sqrt,1,2,100
C_BMP_DM_all_features,5,1,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5218566427715936,29.580302000045776,7,sqrt,2,5,150
