scenario_id,model,BMP_range,range_min_observed,range_max_observed,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
D2_BMP_DM_no_VS,LinearRegression,mid_observed_BMP,230.244,281.882,43.0,-3.6068801255069403,30.61458545438975,23.923558617759685,9.27211261305705,11.75774135395367,59.28693104765821,0.47141796276388115,3.9238575301955416,20.535532368693737
D2_BMP_DM_no_VS,Mean_baseline,high_observed_BMP,281.952,410.468,42.0,-4.0344433316365365,78.05312700640906,69.7408358631241,20.814062848261624,24.234023337751875,60.73417084752797,0.45108354877562173,-69.7408358631241,60.37634638905067
D2_BMP_DM_no_VS,Mean_baseline,low_observed_BMP,29.026000000000003,228.0,42.0,-3.86414738240308,87.08174304637348,77.41111962563905,63.85489176837724,49.47112886517835,43.76538796343918,0.45891193657524376,77.41111962563905,73.53927792661621
D2_BMP_DM_no_VS,Mean_baseline,mid_observed_BMP,230.244,281.882,43.0,-0.30000709929951763,16.26289242458083,14.372882291313957,5.4644589084193305,6.2458752897461185,31.494040095628854,0.8874353423106499,-7.558258606141052,13.769866744321519
D2_BMP_DM_no_VS,RF_fixed_selected_params,high_observed_BMP,281.952,410.468,42.0,-1.1921006740009088,51.504458571495704,39.72349614285712,11.688712291122345,15.99116267202739,40.07630067189743,0.6836006532174455,-37.13705033333332,31.64803299999997
D2_BMP_DM_no_VS,RF_fixed_selected_params,low_observed_BMP,29.026000000000003,228.0,42.0,-0.8959890344381698,54.36778769340184,41.717306761904766,35.83873795544344,30.886334345221282,27.324066306855087,0.7350464868484795,34.78278352380953,39.82622399999998
D2_BMP_DM_no_VS,RF_fixed_selected_params,mid_observed_BMP,230.244,281.882,43.0,-2.2476357434973107,25.704465855470715,19.466422558139552,7.629399695797301,9.871976271585366,49.77819794622316,0.5614691854294076,7.017333348837229,14.503610000000037
D2_BMP_DM_no_VS,RF_nested_gridsearch,high_observed_BMP,281.952,410.468,42.0,-1.1346723522823425,50.82532810699908,39.24448458614403,11.55149617625309,15.780305475689339,39.54786027187204,0.6927349578336871,-36.763507314914854,31.60599937182451
D2_BMP_DM_no_VS,RF_nested_gridsearch,low_observed_BMP,29.026000000000003,228.0,42.0,-0.8807717458614217,54.14916906164023,41.34798972076342,35.98833770267428,30.762137124014444,27.214193342668004,0.7380141197784155,34.24090410256514,38.75919222517436
D2_BMP_DM_no_VS,RF_nested_gridsearch,mid_observed_BMP,230.244,281.882,43.0,-2.1075495305346785,25.14397620427625,19.379177496912284,7.58574970825182,9.65671637985401,48.692777032952954,0.5739850128920605,6.669048566510926,12.492024662135691
D2_BMP_DM_no_VS,Ridge_alpha_1,high_observed_BMP,281.952,410.468,42.0,-1.3936931420587437,53.820634829575994,42.457321690829204,12.629551883825417,16.710291701772164,41.87854806372435,0.6541818325735772,-36.72896728020513,33.167826408304876
